ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Root
Tofa-103_holen-2-1,Tofa-103_holen-2,yt,411,false,expert,,y   -   t   -   -,,,*ü:t
Tuvan-103_holen-2-1,Tuvan-103_holen-2,? yt,411,false,expert,,y   -   t   -   -,,,*ü:t
Yakut-103_holen-1-1,Yakut-103_holen-1,χajaɣas,412,false,expert,,,,,kaja (no etym. outside the branch in Stach.)
Chuvash-103_holen-1-1,Chuvash-103_holen-1,ʃə̈də̈k,413,false,expert,,,,,*sit-
Khalaj-103_holen-1-1,Khalaj-103_holen-1,teplyk,414,false,expert,,t   e   p   l   y   k,,,*Top / töp (?)
MiddleChulym-103_holen-2-1,MiddleChulym-103_holen-2,toptuq,414,false,expert,,t   o   p   t   u   q,,,*Top / töp (?)
CodexCumanicus-104_hornn-1-1,CodexCumanicus-104_hornn-1,muŋus,95,false,expert,,m   u   -   ŋ   -   u   s   -   -   -,,,*bujŋuŕ: BNR
NorthAltai-104_hornn-1-1,NorthAltai-104_hornn-1,myys,95,false,expert,,m   y   -   -   -   y   s   -   -   -,,,*bujŋuŕ: BNR
OldUyghur-104_hornn-1-1,OldUyghur-104_hornn-1,myjyz,95,false,expert,,m   y   j   -   -   y   z   -   -   -,,,*bujŋuŕ: BNR
SouthAltai-104_hornn-1-1,SouthAltai-104_hornn-1,myys,95,false,expert,,m   y   -   -   -   y   s   -   -   -,,,*bujŋuŕ: BNR
Azeri-104_hornn-1-1,Azeri-104_hornn-1,bujnuz,95,false,expert,,b   u   j   n   -   u   z   -   -   -,,,*bujŋuŕ: BNR
Bashkir-104_hornn-1-1,Bashkir-104_hornn-1,møgøð,95,false,expert,,m   ø   -   -   g   ø   ð   -   -   -,,,*bujŋuŕ: BNR
Chuvash-104_hornn-1-1,Chuvash-104_hornn-1,möjraga,95,false,expert,,m   ŏ   j   -   -   -   r   a   g   a,,,*bujŋuŕ: BNR
CrimeanTatar-104_hornn-1-1,CrimeanTatar-104_hornn-1,bojnuz,95,false,expert,,b   o   j   n   -   u   z   -   -   -,,,*bujŋuŕ: BNR
Dolgan-104_hornn-1-1,Dolgan-104_hornn-1,muos,95,false,expert,,m   u   -   -   -   o   s   -   -   -,,,*bujŋuŕ: BNR
Gagauz-104_hornn-1-1,Gagauz-104_hornn-1,bujnuz,95,false,expert,,b   u   j   n   -   u   z   -   -   -,,,*bujŋuŕ: BNR
KaraKalpak-104_hornn-1-1,KaraKalpak-104_hornn-1,myjiz,95,false,expert,,m   y   j   -   -   i   z   -   -   -,,,*bujŋuŕ: BNR
KarachayBalkar-104_hornn-1-1,KarachayBalkar-104_hornn-1,myjyz,95,false,expert,,m   y   j   -   -   y   z   -   -   -,,,*bujŋuŕ: BNR
Karaim-104_hornn-1-1,Karaim-104_hornn-1,"myŋyz, miviz",95,false,expert,,m   y   -   ŋ   -   y   z   -   -   -,,,*bujŋuŕ: BNR
Kazakh-104_hornn-1-1,Kazakh-104_hornn-1,myjɘz,95,false,expert,,m   y   j   -   -   ĭ   z   -   -   -,,,*bujŋuŕ: BNR
Khakas-104_hornn-1-1,Khakas-104_hornn-1,myys,95,false,expert,,m   y   -   -   -   y   s   -   -   -,,,*bujŋuŕ: BNR
Kirghiz-104_hornn-1-1,Kirghiz-104_hornn-1,myjyz,95,false,expert,,m   y   j   -   -   y   z   -   -   -,,,*bujŋuŕ: BNR
Kumyk-104_hornn-1-1,Kumyk-104_hornn-1,myjyz,95,false,expert,,m   y   j   -   -   y   z   -   -   -,,,*bujŋuŕ: BNR
MiddleChulym-104_hornn-1-1,MiddleChulym-104_hornn-1,myys,95,false,expert,,m   y   -   -   -   y   s   -   -   -,,,*bujŋuŕ: BNR
Nogai-104_hornn-1-1,Nogai-104_hornn-1,myjiz,95,false,expert,,m   y   j   -   -   i   z   -   -   -,,,*bujŋuŕ: BNR
Salar-104_hornn-1-1,Salar-104_hornn-1,moŋus,95,false,expert,,m   o   -   ŋ   -   u   s   -   -   -,,,*bujŋuŕ: BNR
SarygYugur-104_hornn-1-1,SarygYugur-104_hornn-1,moŋus,95,false,expert,,m   o   -   ŋ   -   u   s   -   -   -,,,*bujŋuŕ: BNR
Shor-104_hornn-1-1,Shor-104_hornn-1,my:s,95,false,expert,,m   y ː   -   -   -   -   s   -   -   -,,,*bujŋuŕ: BNR
Tatar-104_hornn-1-1,Tatar-104_hornn-1,møgez,95,false,expert,,m   ø   -   -   g   e   z   -   -   -,,,*bujŋuŕ: BNR
Tofa-104_hornn-1-1,Tofa-104_hornn-1,miis,95,false,expert,,m   i   -   -   -   i   s   -   -   -,,,*bujŋuŕ: BNR
Turkish-104_hornn-1-1,Turkish-104_hornn-1,bojnuz,95,false,expert,,b   o   j   n   -   u   z   -   -   -,,,*bujŋuŕ: BNR
Tuvan-104_hornn-1-1,Tuvan-104_hornn-1,mɯjɯs,95,false,expert,,m   ɯ   j   -   -   ɨ   s   -   -   -,,,*bujŋuŕ: BNR
Uighur-104_hornn-1-1,Uighur-104_hornn-1,? myŋgyz,95,false,expert,,m   y   -   ŋ   g   y   z   -   -   -,,,*bujŋuŕ: BNR
Yakut-104_hornn-1-1,Yakut-104_hornn-1,muos,95,false,expert,,m   u   -   -   -   o   s   -   -   -,,,*bujŋuŕ: BNR
Baraba-105_hot-1-1,Baraba-105_hot-1,isy,442,false,expert,,i   s   -   y   -   -   -   -,,,*issig
CodexCumanicus-105_hot-1-1,CodexCumanicus-105_hot-1,isːi,442,false,expert,,i   s ː   -   i   -   -   -   -,,,*issig
NorthAltai-105_hot-1-1,NorthAltai-105_hot-1,izig,442,false,expert,,i   z   -   i   g   -   -   -,,,*issig
OldUyghur-105_hot-1-1,OldUyghur-105_hot-1,isig,442,false,expert,,i   s   -   i   g   -   -   -,,,*issig
SouthAltai-105_hot-1-1,SouthAltai-105_hot-1,izy,442,false,expert,,i   z   -   y   -   -   -   -,,,*issig
Azeri-105_hot-1-1,Azeri-105_hot-1,isti,442,false,expert,,i   s   t   i   -   -   -   -,,,*issig
Bashkir-105_hot-1-1,Bashkir-105_hot-1,eθe,442,false,expert,,e   θ   -   e   -   -   -   -,,,*issig
CrimeanTatar-105_hot-1-1,CrimeanTatar-105_hot-1,sɯʥaq,442,false,expert,,-   s   -   ɯ   -   ʥ   a   q,,,*issig
Dolgan-105_hot-1-1,Dolgan-105_hot-1,iti:,442,false,expert,,i   t   -   i ː   -   -   -   -,,,*issig
Gagauz-105_hot-1-1,Gagauz-105_hot-1,sɯʥak,442,false,expert,,-   s   -   ɯ   -   ʥ   a   k,,,*issig
KaraKalpak-105_hot-1-1,KaraKalpak-105_hot-1,ɯssɯ,442,false,expert,,ɯ   s ː   -   ɯ   -   -   -   -,,,*issig
KarachayBalkar-105_hot-1-1,KarachayBalkar-105_hot-1,issi,442,false,expert,,i   s ː   -   i   -   -   -   -,,,*issig
Karaim-105_hot-1-1,Karaim-105_hot-1,issi,442,false,expert,,i   s ː   -   i   -   -   -   -,,,*issig
Kazakh-105_hot-1-1,Kazakh-105_hot-1,"ɯstɯq, (ɯssɯ)",442,false,expert,,ɯ   s   t   ɯ   q   -   -   -,,,*issig
Khakas-105_hot-1-1,Khakas-105_hot-1,ɘzɘg,442,false,expert,,ĭ   z   -   ĭ   g   -   -   -,,,*issig
Kirghiz-105_hot-1-1,Kirghiz-105_hot-1,ɯsɯq,442,false,expert,,ɯ   s   -   ɯ   q   -   -   -,,,*issig
Kumyk-105_hot-1-1,Kumyk-105_hot-1,issi,442,false,expert,,i   s ː   -   i   -   -   -   -,,,*issig
MiddleChulym-105_hot-1-1,MiddleChulym-105_hot-1,izɘɣ,442,false,expert,,i   z   -   ĭ   ɣ   -   -   -,,,*issig
Nogai-105_hot-1-1,Nogai-105_hot-1,issi,442,false,expert,,i   s ː   -   i   -   -   -   -,,,*issig
Salar-105_hot-1-1,Salar-105_hot-1,ɯssɯ,442,false,expert,,ɯ   s ː   -   ɯ   -   -   -   -,,,*issig
SarygYugur-105_hot-1-1,SarygYugur-105_hot-1,issɯg,442,false,expert,,i   s ː   -   ɯ   g   -   -   -,,,*issig
Shor-105_hot-1-1,Shor-105_hot-1,izig,442,false,expert,,i   z   -   i   g   -   -   -,,,*issig
Tatar-105_hot-1-1,Tatar-105_hot-1,esse,442,false,expert,,e   s ː   -   e   -   -   -   -,,,*issig
Tofa-105_hot-1-1,Tofa-105_hot-1,iˁsɘɣ,442,false,expert,,i ˁ   s   -   ĭ   ɣ   -   -   -,,,*issig
Turkish-105_hot-1-1,Turkish-105_hot-1,sɯʥak,442,false,expert,,-   s   -   ɯ   -   ʥ   a   k,,,*issig
Tuvan-105_hot-1-1,Tuvan-105_hot-1,izig,442,false,expert,,i   z   -   i   g   -   -   -,,,*issig
Uighur-105_hot-1-1,Uighur-105_hot-1,issiq,442,false,expert,,i   s ː   -   i   q   -   -   -,,,*issig
Uzbek-105_hot-1-1,Uzbek-105_hot-1,issiq,442,false,expert,,i   s ː   -   i   q   -   -   -,,,*issig
Yakut-105_hot-1-1,Yakut-105_hot-1,iti:,442,false,expert,,i   t   -   i ː   -   -   -   -,,,*issig
Chuvash-105_hot-1-1,Chuvash-105_hot-1,vɘri,443,false,expert,,v   ø ̆   r   i,,,*üri ('what requires blowing?')
Salar-105_hot-2-1,Salar-105_hot-2,? qɯzɯgu,444,false,expert,,q   ɯ   z   ɯ   g   u   -   -   -,,,*Kï:ŕ
Turkmen-105_hot-1-1,Turkmen-105_hot-1,ɢɯzɢɯn,444,false,expert,,ɢ   ɯ   z   -   -   -   ɢ   ɯ   n,,,*Kï:ŕ
Uighur-105_hot-2-1,Uighur-105_hot-2,? qiziq,444,false,expert,,q   i   z   i   q   -   -   -   -,,,*Kï:ŕ
Baraba-106_housen-1-1,Baraba-106_housen-1,y,63,false,expert,,-   y   -,,,*eb: EP
CodexCumanicus-106_housen-1-1,CodexCumanicus-106_housen-1,øw,63,false,expert,,-   ø   w,,,*eb: EP
NorthAltai-106_housen-1-1,NorthAltai-106_housen-1,em,63,false,expert,,-   e   m,,,*eb: EP
OldUyghur-106_housen-1-1,OldUyghur-106_housen-1,ev,63,false,expert,,-   e   v,,,*eb: EP
Azeri-106_housen-1-1,Azeri-106_housen-1,ev,63,false,expert,,-   e   v,,,*eb: EP
Bashkir-106_housen-1-1,Bashkir-106_housen-1,oj,63,false,expert,,-   o   j,,,*eb: EP
CrimeanTatar-106_housen-1-1,CrimeanTatar-106_housen-1,ev,63,false,expert,,-   e   v,,,*eb: EP
Gagauz-106_housen-1-1,Gagauz-106_housen-1,ev,63,false,expert,,-   e   v,,,*eb: EP
KaraKalpak-106_housen-1-1,KaraKalpak-106_housen-1,yj,63,false,expert,,-   y   j,,,*eb: EP
KarachayBalkar-106_housen-1-1,KarachayBalkar-106_housen-1,yj,63,false,expert,,-   y   j,,,*eb: EP
Karaim-106_housen-1-1,Karaim-106_housen-1,"yv, yj",63,false,expert,,-   y   v,,,*eb: EP
Kazakh-106_housen-1-1,Kazakh-106_housen-1,yj,63,false,expert,,-   y   j,,,*eb: EP
Khalaj-106_housen-1-1,Khalaj-106_housen-1,hɛv,63,false,expert,,h   æ   v,,,*eb: EP
Kirghiz-106_housen-1-1,Kirghiz-106_housen-1,yj,63,false,expert,,-   y   j,,,*eb: EP
Kumyk-106_housen-1-1,Kumyk-106_housen-1,yj,63,false,expert,,-   y   j,,,*eb: EP
MiddleChulym-106_housen-1-1,MiddleChulym-106_housen-1,ɛp,63,false,expert,,-   æ   p,,,*eb: EP
Nogai-106_housen-1-1,Nogai-106_housen-1,yj,63,false,expert,,-   y   j,,,*eb: EP
Salar-106_housen-1-1,Salar-106_housen-1,øj,63,false,expert,,-   ø   j,,,*eb: EP
SarygYugur-106_housen-1-1,SarygYugur-106_housen-1,"(j)y, yj",63,false,expert,,j   y   -,,,*eb: EP
Shor-106_housen-1-1,Shor-106_housen-1,"em,",63,false,expert,,-   e   m,,,*eb: EP
Tatar-106_housen-1-1,Tatar-106_housen-1,øj,63,false,expert,,-   ø   j,,,*eb: EP
Tofa-106_housen-1-1,Tofa-106_housen-1,øɣ,63,false,expert,,-   ø   ɣ,,,*eb: EP
Turkish-106_housen-1-1,Turkish-106_housen-1,ev,63,false,expert,,-   e   v,,,*eb: EP
Uighur-106_housen-1-1,Uighur-106_housen-1,øj,63,false,expert,,-   ø   j,,,*eb: EP
Uzbek-106_housen-1-1,Uzbek-106_housen-1,uj,63,false,expert,,-   u   j,,,*eb: EP
Bashkir-106_housen-2-1,Bashkir-106_housen-2,jort,64,false,expert,,j   o   r   t,,,*ju:rt
Chuvash-106_housen-1-1,Chuvash-106_housen-1,ɕurt,64,false,expert,,ɕ   u   r   t,,,*ju:rt
Tatar-106_housen-2-1,Tatar-106_housen-2,jort,64,false,expert,,j   o   r   t,,,*ju:rt
NorthAltai-106_housen-2-1,NorthAltai-106_housen-2,tura,65,false,expert,,t   u   r   a,,,*tura
SouthAltai-106_housen-1-1,SouthAltai-106_housen-1,tura,65,false,expert,,t   u   r   a,,,*tura
Khakas-106_housen-1-1,Khakas-106_housen-1,tura,65,false,expert,,t   u   r   a,,,*tura
NorthAltai-107_how-1-1,NorthAltai-107_how-1,qanajɯp,639,false,expert,,q   a   -   n   -   a   j   -   -   -   -   -   ɯ   p   -   -   -   -   -,,,ḳalaj
OldUyghur-107_how-1-1,OldUyghur-107_how-1,qaltɯ,639,false,expert,,q   a   -   -   l   -   -   t   ɯ   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
SouthAltai-107_how-1-1,SouthAltai-107_how-1,"qandɯj, qanajda, qanajɯp",639,false,expert,,q   a   -   n   d   ɯ   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
Bashkir-107_how-1-1,Bashkir-107_how-1,qalaj,639,false,expert,,q   a   -   -   l   a   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
Dolgan-107_how-1-1,Dolgan-107_how-1,kajtak,639,false,expert,,k   a   j   -   -   -   -   -   -   -   -   -   -   -   t   a   k   -   -,,,ḳalaj
KaraKalpak-107_how-1-1,KaraKalpak-107_how-1,qalaj,639,false,expert,,q   a   -   -   l   a   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
KarachayBalkar-107_how-1-1,KarachayBalkar-107_how-1,qalaj,639,false,expert,,q   a   -   -   l   a   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
Kazakh-107_how-1-1,Kazakh-107_how-1,qalaj,639,false,expert,,q   a   -   -   l   a   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
Khakas-107_how-1-1,Khakas-107_how-1,χajdi,639,false,expert,,χ   a   j   -   -   -   -   -   -   -   -   -   -   -   -   -   -   d   i,,,ḳalaj
Kirghiz-107_how-1-1,Kirghiz-107_how-1,qandaj,639,false,expert,,q   a   -   n   d   a   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
MiddleChulym-107_how-1-1,MiddleChulym-107_how-1,qajnar,639,false,expert,,q   a   j   n   -   -   -   -   -   a   r   -   -   -   -   -   -   -   -,,,ḳalaj
Nogai-107_how-1-1,Nogai-107_how-1,qalaj,639,false,expert,,q   a   -   -   l   a   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
Shor-107_how-1-1,Shor-107_how-1,qajde,639,false,expert,,q   a   j   -   d   e   -   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
Tofa-107_how-1-1,Tofa-107_how-1,qan'ʨa(p),639,false,expert,,q   a   -   n ˈ   -   -   -   -   -   -   -   ʨ   a   p   -   -   -   -   -,,,ḳalaj
Tuvan-107_how-1-1,Tuvan-107_how-1,"qanʨap, aar",639,false,expert,,q   a   -   n   -   -   -   -   -   -   -   t ʃ   a   p   -   -   -   -   -,,,ḳalaj
Uighur-107_how-1-1,Uighur-107_how-1,qandaq (qilip),639,false,expert,,q   a   -   n   -   -   -   -   -   -   -   -   -   -   d   a   q   -   -,,,ḳalaj
Uzbek-107_how-1-1,Uzbek-107_how-1,"qandaj, qalaj",639,false,expert,,q   a   -   n   d   a   j   -   -   -   -   -   -   -   -   -   -   -   -,,,ḳalaj
Yakut-107_how-1-1,Yakut-107_how-1,χajdaχ,639,false,expert,,χ   a   j   -   -   -   -   -   -   -   -   -   -   -   d   a   χ   -   -,,,ḳalaj
Baraba-107_how-1-1,Baraba-107_how-1,nɛtsik,640,false,expert,,-   -   n   ɛ   ts   i   k   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
CodexCumanicus-107_how-1-1,CodexCumanicus-107_how-1,netɕic,640,false,expert,,-   -   n   e   t ʃ   i   c   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Azeri-107_how-1-1,Azeri-107_how-1,neʨɛ,640,false,expert,,-   -   n   e   t ʃ   æ   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Bashkir-107_how-2-1,Bashkir-107_how-2,nisek,640,false,expert,,-   -   n   i   s   e   k   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Chuvash-107_how-1-1,Chuvash-107_how-1,mɘnle,640,false,expert,,m   ə   n   -   -   -   -   l   e   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
CrimeanTatar-107_how-1-1,CrimeanTatar-107_how-1,nasɯl,640,false,expert,,-   -   n   a   -   -   -   -   -   s   ɯ   l   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Gagauz-107_how-1-1,Gagauz-107_how-1,"ne, nasɯl",640,false,expert,,-   -   n   e   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Karaim-107_how-1-1,Karaim-107_how-1,neʨik,640,false,expert,,-   -   n   e   t ʃ   i   k   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Khalaj-107_how-1-1,Khalaj-107_how-1,nɛtɛjdɛ,640,false,expert,,-   -   n   æ   -   -   -   -   -   -   -   -   t   æ   j   d   æ   -   -   -   -   -   -,,,nečik
Kumyk-107_how-1-1,Kumyk-107_how-1,neʨik,640,false,expert,,-   -   n   e   t ʃ   i   k   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Salar-107_how-1-1,Salar-107_how-1,neʨuχ,640,false,expert,,-   -   n   e   t ʃ   u   χ   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
SarygYugur-107_how-1-1,SarygYugur-107_how-1,"naɣu, (naɣɯ, naq), naɣɯp (ne qɯlɯp)",640,false,expert,,-   -   n   a   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   ɣ   u,,,nečik
Tatar-107_how-1-1,Tatar-107_how-1,niʨek,640,false,expert,,-   -   n   i   t ʃ   e   k   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Turkish-107_how-1-1,Turkish-107_how-1,nasɯl,640,false,expert,,-   -   n   a   -   -   -   -   -   s   ɯ   l   -   -   -   -   -   -   -   -   -   -   -,,,nečik
Turkmen-107_how-1-1,Turkmen-107_how-1,nɛhili,640,false,expert,,-   -   n   æ   -   -   -   -   -   -   -   -   -   -   -   -   -   h   i   l   i   -   -,,,nečik
Uighur-107_how-2-1,Uighur-107_how-2,neʨuq,640,false,expert,,-   -   n   e   t ʃ   u   q   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -   -,,,nečik
NorthAltai-108_huntv-1-1,NorthAltai-108_huntv-1,aŋna,741,false,expert,,a   ŋ   -   -   n   a   -   -   -   -   -   -   -,,,*aŋ 'game'
SouthAltai-108_huntv-1-1,SouthAltai-108_huntv-1,aŋda,741,false,expert,,a   ŋ   -   -   d   a   -   -   -   -   -   -   -,,,*aŋ 'game'
Khakas-108_huntv-1-1,Khakas-108_huntv-1,aŋna,741,false,expert,,a   ŋ   -   -   n   a   -   -   -   -   -   -   -,,,*aŋ 'game'
Kirghiz-108_huntv-1-1,Kirghiz-108_huntv-1,aŋʨɯlɯq qɯl,741,false,expert,,a   ŋ   t ʃ   ɯ   -   -   l   ɯ   q   +   q   ɯ   l,,,*aŋ 'game'
Nogai-108_huntv-1-1,Nogai-108_huntv-1,aŋšɯla,741,false,expert,,a   ŋ   ʃ   ɯ   l   a   -   -   -   -   -   -   -,,,*aŋ 'game'
Shor-108_huntv-1-1,Shor-108_huntv-1,aŋna 'to hunt a beast',741,false,expert,,a   ŋ   -   -   n   a   -   -   -   -   -   -   -,,,*aŋ 'game'
Tofa-108_huntv-1-1,Tofa-108_huntv-1,aŋna,741,false,expert,,a   ŋ   -   -   n   a   -   -   -   -   -   -   -,,,*aŋ 'game'
Tuvan-108_huntv-1-1,Tuvan-108_huntv-1,aŋna,741,false,expert,,a   ŋ   -   -   n   a   -   -   -   -   -   -   -,,,*aŋ 'game'
Dolgan-108_huntv-1-1,Dolgan-108_huntv-1,bulta:,743,false,expert,,b   u   l   t   a ː,,,*bul
Yakut-108_huntv-1-1,Yakut-108_huntv-1,bulta:,743,false,expert,,b   u   l   t   a ː,,,*bul
CodexCumanicus-108_huntv-1-1,CodexCumanicus-108_huntv-1,uːla,744,false,expert,,-   u ː   -   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
OldUyghur-108_huntv-1-1,OldUyghur-108_huntv-1,avla,744,false,expert,,-   a   v   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Azeri-108_huntv-1-1,Azeri-108_huntv-1,"ova ʨɯχ, ovʨuluɢ et, ovla",744,false,expert,,-   o   v   -   -   -   -   a   +   -   -   -   t ʃ   ɯ   χ   -   -,,,ab
Bashkir-108_huntv-1-1,Bashkir-108_huntv-1,awla,744,false,expert,,-   a   w   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
CrimeanTatar-108_huntv-1-1,CrimeanTatar-108_huntv-1,? avla,744,false,expert,,-   a   v   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Gagauz-108_huntv-1-1,Gagauz-108_huntv-1,awla,744,false,expert,,-   a   w   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
KaraKalpak-108_huntv-1-1,KaraKalpak-108_huntv-1,awla,744,false,expert,,-   a   w   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
KarachayBalkar-108_huntv-1-1,KarachayBalkar-108_huntv-1,uwuɣa + motion verb,744,false,expert,,-   u   w   -   -   u   ɣ   a   +   b   a   r   -   -   -   -   -,,,ab
Karaim-108_huntv-1-1,Karaim-108_huntv-1,avla,744,false,expert,,-   a   v   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Kazakh-108_huntv-1-1,Kazakh-108_huntv-1,awla,744,false,expert,,-   a   w   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Kirghiz-108_huntv-2-1,Kirghiz-108_huntv-2,uula,744,false,expert,,-   u ː   -   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Kumyk-108_huntv-1-1,Kumyk-108_huntv-1,(ɣ)aw et,744,false,expert,,ɣ   a   w   +   -   -   -   -   -   -   -   -   -   -   -   e   t,,,ab
Tatar-108_huntv-1-1,Tatar-108_huntv-1,awla,744,false,expert,,-   a   w   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Turkish-108_huntv-1-1,Turkish-108_huntv-1,avla,744,false,expert,,-   a   v   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Turkmen-108_huntv-1-1,Turkmen-108_huntv-1,awla,744,false,expert,,-   a   w   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Uighur-108_huntv-1-1,Uighur-108_huntv-1,ola,744,false,expert,,-   o   -   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Uzbek-108_huntv-1-1,Uzbek-108_huntv-1,ɔvla,744,false,expert,,-   ɔ   v   l   a   -   -   -   -   -   -   -   -   -   -   -   -,,,ab
Chuvash-108_huntv-1-1,Chuvash-108_huntv-1,tɯt,745,false,expert,,,,,*tut
MiddleChulym-108_huntv-1-1,MiddleChulym-108_huntv-1,tajɣala,746,false,expert,,,,,tajɣala
SarygYugur-108_huntv-1-1,SarygYugur-108_huntv-1,ti(g),747,false,expert,,t   i   g,,,ti(g)
Khalaj-108_huntv-1-1,Khalaj-108_huntv-1,? tɛzyr,748,false,expert,,,,,täzür
Salar-108_huntv-1-1,Salar-108_huntv-1,ertaχ et,749,false,expert,,,,,ertaχ et
Baraba-108_huntv-1-1,Baraba-108_huntv-1,atɯʃ,750,false,expert,,a   t   ɯ   ʃ,,,atïš/kötin
Baraba-109_icen-1-1,Baraba-109_icen-1,mos,751,false,expert,,m   o   s   -   -,,,buz
CodexCumanicus-109_icen-1-1,CodexCumanicus-109_icen-1,bus,751,false,expert,,b   u   s   -   -,,,buz
NorthAltai-109_icen-1-1,NorthAltai-109_icen-1,bus,751,false,expert,,b   u   s   -   -,,,buz
Azeri-109_icen-1-1,Azeri-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
Bashkir-109_icen-1-1,Bashkir-109_icen-1,boð,751,false,expert,,b   o   ð   -   -,,,buz
Chuvash-109_icen-1-1,Chuvash-109_icen-1,pör,751,false,expert,,p   ŏ   r   -   -,,,buz
CrimeanTatar-109_icen-1-1,CrimeanTatar-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
Dolgan-109_icen-1-1,Dolgan-109_icen-1,bu:s,751,false,expert,,b   u ː   s   -   -,,,buz
Gagauz-109_icen-1-1,Gagauz-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
KaraKalpak-109_icen-1-1,KaraKalpak-109_icen-1,muz,751,false,expert,,m   u   z   -   -,,,buz
KarachayBalkar-109_icen-1-1,KarachayBalkar-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
Karaim-109_icen-1-1,Karaim-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
Kazakh-109_icen-1-1,Kazakh-109_icen-1,mŭz,751,false,expert,,m   u   z   -   -,,,buz
Khakas-109_icen-1-1,Khakas-109_icen-1,pus,751,false,expert,,p   u   s   -   -,,,buz
Khalaj-109_icen-1-1,Khalaj-109_icen-1,bu:za:q,751,false,expert,,b   u ː   z   a ː   q,,,buz
Kirghiz-109_icen-1-1,Kirghiz-109_icen-1,muz,751,false,expert,,m   u   z   -   -,,,buz
Kumyk-109_icen-1-1,Kumyk-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
MiddleChulym-109_icen-1-1,MiddleChulym-109_icen-1,pus,751,false,expert,,p   u   s   -   -,,,buz
Nogai-109_icen-1-1,Nogai-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
SarygYugur-109_icen-1-1,SarygYugur-109_icen-1,pɯz,751,false,expert,,p   ɯ   z   -   -,,,buz
Shor-109_icen-1-1,Shor-109_icen-1,mus,751,false,expert,,m   u   s   -   -,,,buz
Tatar-109_icen-1-1,Tatar-109_icen-1,boz,751,false,expert,,b   o   z   -   -,,,buz
Turkish-109_icen-1-1,Turkish-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
Turkmen-109_icen-1-1,Turkmen-109_icen-1,buz,751,false,expert,,b   u   z   -   -,,,buz
Uighur-109_icen-1-1,Uighur-109_icen-1,muz,751,false,expert,,m   u   z   -   -,,,buz
Uzbek-109_icen-1-1,Uzbek-109_icen-1,muz,751,false,expert,,m   u   z   -   -,,,buz
Yakut-109_icen-1-1,Yakut-109_icen-1,mu:s,751,false,expert,,m   u ː   s   -   -,,,buz
SouthAltai-109_icen-1-1,SouthAltai-109_icen-1,toʃ,752,false,expert,,t   o   ʃ,,,toš
