ID	DOCULECT	CONCEPT	ENTRY	FORM	TOKENS	COGID	ROOT	ALIGNMENT
2996	Karaim	tie (v.)	bavla, bayla	bavla, bajla	b a v l a	257	*bāgla	b a v l - a
2997	Kazakh	tie (v.)	bayla, bu	bajla, bu	b a j l a	257	*bāgla	b a j l - a
2998	Khakas	tie (v.)	palɣa	palɣa	p a l ɣ a	257	*bāgla	p a - l ɣ a
2999	Khalaj	tie (v.)	va:a	va:a	v aː	257	*bāgla	v aː - - - -
3000	Kirghiz	tie (v.)	bayla	bajla	b a j l a	257	*bāgla	b a j l - a
3001	Kumyk	tie (v.)	bayla	bajla	b a j l a	257	*bāgla	b a j l - a
3002	MiddleChulym	tie (v.)	paɣla	paɣla	p a ɣ l a	257	*bāgla	p a ɣ l - a
3003	Nogai	tie (v.)	bayla	bajla	b a j l a	257	*bāgla	b a j l - a
3004	Salar	tie (v.)	paɣla(štïr)	paɣla(ʃtɯr)	p a ɣ l a	257	*bāgla	p a ɣ l - a
3005	SarygYugur	tie (v.)	poɣ, poḳ; paɣla, palɣa	poɣ, poq; paɣla, palɣa	p o ɣ	257	*bāgla	p o ɣ - - -
3006	Shor	tie (v.)	paɣla	paɣla	p a ɣ l a	257	*bāgla	p a ɣ l - a
3007	Tatar	tie (v.)	bäylä	bɛjlɛ	b æ j l æ	257	*bāgla	b æ j l - æ
3008	Tofa	tie (v.)	baɣla	baɣla	b a ɣ l a	257	*bāgla	b a ɣ l - a
3009	Turkish	tie (v.)	baɣla	baɣla	b a ɣ l a	257	*bāgla	b a ɣ l - a
3010	Turkmen	tie (v.)	baɣla	baɣla	b a ɣ l a	257	*bāgla	b a ɣ l - a
3011	Tuvan	tie (v.)	baɣla	baɣla	b a ɣ l a	257	*bāgla	b a ɣ l - a
3012	Uighur	tie (v.)	baɣla	baɣla	b a ɣ l a	257	*bāgla	b a ɣ l - a
3013	Uzbek	tie (v.)	bɔɣla	bɔɣla	b ɔ ɣ l a	257	*bāgla	b ɔ ɣ l - a
3014	Yakut	tie (v.)	ba:y	ba:j	b aː j	257	*bāgla	b aː j - - -
3015	Chuvash	tie (v.)	śïχ	ɕɯχ	ɕ ɯ χ	258	s'ïχ	
3016	Kirghiz	tie (v.)	taŋ	taŋ	t a ŋ	259	*daŋ	t a ŋ
3017	Turkmen	tie (v.)	daŋ	daŋ	d a ŋ	259	*daŋ	d a ŋ
7443	SouthAltai	to be(come) rotten (v.)	čiri	ʨiri	tʃ i r i	786	čir(i)	tʃ i - r i
7444	Azeri	to be(come) rotten (v.)	čürü	ʨyry	tʃ y r y	786	čir(i)	tʃ y - r y
7445	Bashkir	to be(come) rotten (v.)	ser(e)	ser(e)	s e r e	786	čir(i)	s e - r e
7446	Chuvash	to be(come) rotten (v.)	śɘr	ɕɘr	ɕ ø̆ r	786	čir(i)	ɕ ø̆ - r -
7447	CrimeanTatar	to be(come) rotten (v.)	čürü	ʨyry	tʃ y r y	786	čir(i)	tʃ y - r y
7448	Gagauz	to be(come) rotten (v.)	čürü	ʨyry	tʃ y r y	786	čir(i)	tʃ y - r y
7449	KaraKalpak	to be(come) rotten (v.)	šir	ʃir	ʃ i r	786	čir(i)	ʃ i - r -
7450	KarachayBalkar	to be(come) rotten (v.)	čir	ʨir	tʃ i r	786	čir(i)	tʃ i - r -
7451	Karaim	to be(come) rotten (v.)	ciri	ʦiri	ʦ i r i	786	čir(i)	ʦ i - r i
7452	Kazakh	to be(come) rotten (v.)	šĭr	ʃɘr	ʃ ĭ r	786	čir(i)	ʃ ĭ - r -
7453	Khalaj	to be(come) rotten (v.)	čirrü	ʨirry	tʃ i rː y	786	čir(i)	tʃ i - rː y
7454	Kirghiz	to be(come) rotten (v.)	čir	ʨir	tʃ i r	786	čir(i)	tʃ i - r -
7455	Kumyk	to be(come) rotten (v.)	čiri	ʨiri	tʃ i r i	786	čir(i)	tʃ i - r i
7456	Nogai	to be(come) rotten (v.)	širi	ʃiri	ʃ i r i	786	čir(i)	ʃ i - r i
7457	Salar	to be(come) rotten (v.)	čür	ʨyr	tʃ y r	786	čir(i)	tʃ y - r -
7458	Tatar	to be(come) rotten (v.)	čer	ʨer	tʃ e r	786	čir(i)	tʃ e - r -
7459	Turkish	to be(come) rotten (v.)	čürü	ʨyry	tʃ y r y	786	čir(i)	tʃ y - r y
7460	Turkmen	to be(come) rotten (v.)	čüyre	ʨyjre	tʃ y j r e	786	čir(i)	tʃ y j r e
7461	Uighur	to be(come) rotten (v.)	čiri	ʨiri	tʃ i r i	786	čir(i)	tʃ i - r i
7462	NorthAltai	to be(come) rotten (v.)	iri-, irikte-		i r i	787	iri	- i r i - - -
7463	OldUyghur	to be(come) rotten (v.)	yirü		j i r y	787	iri	j i r y - - -
7464	Khakas	to be(come) rotten (v.)	? ɘr(ɘkte)	? ɘr(ɘkte)	ĭ r ĭ k t e	787	iri	- ĭ r ĭ k t e
7465	Shor	to be(come) rotten (v.)	irikte	irikte	i r i k t e	787	iri	- i r i k t e
7466	Tuvan	to be(come) rotten (v.)	iri	iri	i r i	787	iri	- i r i - - -
7467	Dolgan	to be(come) rotten (v.)	hïtïy	hɯtɯj	h ɯ t ɯ j	788	*jïd	h ɯ t ɯ j - - - - - -
7468	Khakas	to be(come) rotten (v.)	čïzï	ʨɯzɯ	tʃ ɯ z ɯ	788	*jïd	tʃ ɯ z ɯ - - - - - - -
7469	Khalaj	to be(come) rotten (v.)	yïd kötür	jɯd køtyr	j ɯ d _ k ø t y r	788	*jïd	j ɯ d - - _ k ø t y r
7470	SarygYugur	to be(come) rotten (v.)	yiz	jiz	j i z	788	*jïd	j i z - - - - - - - -
7471	Tofa	to be(come) rotten (v.)	čïdï	ʨɯdɯ	tʃ ɯ d ɯ	788	*jïd	tʃ ɯ d ɯ - - - - - - -
7472	Tuvan	to be(come) rotten (v.)	čïdï	ʨɯdɯ	tʃ ɯ d ɯ	788	*jïd	tʃ ɯ d ɯ - - - - - - -
7473	Yakut	to be(come) rotten (v.)	sïtïy	sɯtɯj	s ɯ t ɯ j	788	*jïd	s ɯ t ɯ j - - - - - -
7474	Khalaj	to be(come) rotten (v.)	yïd kötür	jɯd køtyr	j ɯ d _ k ø t y r	789	kötür	
7475	MiddleChulym	to be(come) rotten (v.)	? sa(:)s	? sa(:)s	s aː s	790	sas	s aː s -
7476	Uighur	to be(come) rotten (v.)	? sesä	? sesɛ	s e s æ	790	sas	s e s æ
7477	Uzbek	to be(come) rotten (v.)	sas	sas	s a s	790	sas	s a s -
3783	Baraba	tomorrow	ärtän?		ɛ r t ɛ n	343	*ẹ̄r	ɛ r t ɛ n - - -
3784	SouthAltai	tomorrow	erten	erten	e r t e n	343	*ẹ̄r	e r t e n - - -
3785	Bashkir	tomorrow	irtägä	irtɛgɛ	i r t æ g æ	343	*ẹ̄r	i r t æ - g æ -
3786	KaraKalpak	tomorrow	erteŋ	erteŋ	e r t e ŋ	343	*ẹ̄r	e r t e ŋ - - -
3787	Kazakh	tomorrow	erteŋ	erteŋ	e r t e ŋ	343	*ẹ̄r	e r t e ŋ - - -
3788	Kirghiz	tomorrow	erteŋ	erteŋ	e r t e ŋ	343	*ẹ̄r	e r t e ŋ - - -
3789	Nogai	tomorrow	erten	erten	e r t e n	343	*ẹ̄r	e r t e n - - -
3790	Salar	tomorrow	e:tä	e:tɛ	eː t ɛ	343	*ẹ̄r	eː - t ɛ - - - -
3791	Tatar	tomorrow	irtägä	irtɛgɛ	i r t æ g æ	343	*ẹ̄r	i r t æ - g æ -
3792	Turkmen	tomorrow	ertir	ertir	e r t i r	343	*ẹ̄r	e r t i - - - r
3793	Tuvan	tomorrow	daarta,	daarta, ? <erten>	e r t e n	343	*ẹ̄r	e r t e n - - -
3794	Uighur	tomorrow	ätä, ätigä(n), ärtä	ɛtɛ, ɛtigɛ(n), ɛrtɛ	æ t æ	343	*ẹ̄r	æ - t æ - - - -
3795	Uzbek	tomorrow	erta(ga)	erta(ga)	e r t a g a	343	*ẹ̄r	e r t a - g a -
3796	CodexCumanicus	tomorrow	tanda		t a n d a	344	*daŋla (ЭСТЯ 144)	t a n - - d a
3797	NorthAltai	tomorrow	taŋda (Р)		t a ŋ d a	344	*daŋla (ЭСТЯ 144)	t a ŋ - - d a
3798	KarachayBalkar	tomorrow	tambla	tambla	t a m b l a	344	*daŋla (ЭСТЯ 144)	t a m b - l a
3799	Karaim	tomorrow	tanda	tanda	t a n d a	344	*daŋla (ЭСТЯ 144)	t a n - - d a
3800	Khakas	tomorrow	taŋda	taŋda	t a ŋ d a	344	*daŋla (ЭСТЯ 144)	t a ŋ - - d a
3801	Kumyk	tomorrow	taŋala	taŋala	t a ŋ a l a	344	*daŋla (ЭСТЯ 144)	t a ŋ - a l a
3802	MiddleChulym	tomorrow	taŋna, tamnə	taŋna, tamnə	t a ŋ n a	344	*daŋla (ЭСТЯ 144)	t a ŋ - - n a
3803	Shor	tomorrow	taŋda	taŋda	t a ŋ d a	344	*daŋla (ЭСТЯ 144)	t a ŋ - - d a
3804	Uighur	tomorrow	taŋla	taŋla	t a ŋ l a	344	*daŋla (ЭСТЯ 144)	t a ŋ - - l a
3805	OldUyghur	tomorrow	yarïn		j a r ɯ n	345	*jạrïn, cf. Chuv., Yak., Dolg. variants	j a r - ɯ n
3806	Chuvash	tomorrow	ïran	ɯran	ɯ r a n	345	*jạrïn, cf. Chuv., Yak., Dolg. variants	- ɯ r - a n
3807	CrimeanTatar	tomorrow	yarïn	jarɯn	j a r ɯ n	345	*jạrïn, cf. Chuv., Yak., Dolg. variants	j a r - ɯ n
3808	Dolgan	tomorrow	harsïn	harsɯn	h a r s ɯ n	345	*jạrïn, cf. Chuv., Yak., Dolg. variants	h a r s ɯ n
3809	Gagauz	tomorrow	yarïn(a)	jarɯn(a)	j a r ɯ n	345	*jạrïn, cf. Chuv., Yak., Dolg. variants	j a r - ɯ n
3810	Turkish	tomorrow	yarïn	jarɯn	j a r ɯ n	345	*jạrïn, cf. Chuv., Yak., Dolg. variants	j a r - ɯ n
3811	Yakut	tomorrow	sarsïn	sarsɯn	s a r s ɯ n	345	*jạrïn, cf. Chuv., Yak., Dolg. variants	s a r s ɯ n
3812	Tofa	tomorrow	turay(sï)	turaj(sɯ)	t u r a j	346	dura (Rass., cf. Tubalar)	t u r a j
3813	SarygYugur	tomorrow	taɣïn	taɣɯn	t a ɣ ɯ n	347	*tigün	
166	Baraba	tongue (n.)	til		t i l	12	*tVl: TL	t i l - -
167	CodexCumanicus	tongue (n.)	til		t i l	12	*tVl: TL	t i l - -
168	NorthAltai	tongue (n.)	til		t i l	12	*tVl: TL	t i l - -
169	OldUyghur	tongue (n.)	tïl		t ɯ l	12	*tVl: TL	t ɯ l - -
170	SouthAltai	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
171	Azeri	tongue (n.)	dil	dil	d i l	12	*tVl: TL	d i l - -
172	Bashkir	tongue (n.)	tel	tel	t e l	12	*tVl: TL	t e l - -
173	Chuvash	tongue (n.)	čɘlɣe	ʨɘlɣe	tʃ ĭ l ɣ e	12	*tVl: TL	tʃ ĭ l ɣ e
174	CrimeanTatar	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
175	Dolgan	tongue (n.)	tïl	tɯl	t ɯ l	12	*tVl: TL	t ɯ l - -
176	Gagauz	tongue (n.)	dil	dil	d i l	12	*tVl: TL	d i l - -
177	KaraKalpak	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
178	KarachayBalkar	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
179	Karaim	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
180	Kazakh	tongue (n.)	tĭl	tɘl	t ĭ l	12	*tVl: TL	t ĭ l - -
181	Khakas	tongue (n.)	tɘl	tɘl	t ĭ l	12	*tVl: TL	t ĭ l - -
182	Khalaj	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
183	Kirghiz	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
184	Kumyk	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
185	MiddleChulym	tongue (n.)	tɘl	tɘl	t ĭ l	12	*tVl: TL	t ĭ l - -
186	Nogai	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
187	Salar	tongue (n.)	cil	ʦil	ʦ i l	12	*tVl: TL	ʦ i l - -
188	SarygYugur	tongue (n.)	tel	tel	t e l	12	*tVl: TL	t e l - -
189	Shor	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
190	Tatar	tongue (n.)	tel	tel	t e l	12	*tVl: TL	t e l - -
191	Tofa	tongue (n.)	dïl (tïl)	dɯl (tɯl)	d ɯ l	12	*tVl: TL	d ɯ l - -
192	Turkish	tongue (n.)	dil	dil	d i l	12	*tVl: TL	d i l - -
193	Turkmen	tongue (n.)	dil	dil	d i l	12	*tVl: TL	d i l - -
194	Tuvan	tongue (n.)	dïl	dɯl	d ɯ l	12	*tVl: TL	d ɯ l - -
195	Uighur	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
196	Uzbek	tongue (n.)	til	til	t i l	12	*tVl: TL	t i l - -
197	Yakut	tongue (n.)	tïl	tɯl	t ɯ l	12	*tVl: TL	t ɯ l - -
997	CodexCumanicus	tooth (n.)	tis		t i s	72	*ti:ĺ	t i s
998	NorthAltai	tooth (n.)	tiš		t i ʃ	72	*ti:ĺ	t i ʃ
999	OldUyghur	tooth (n.)	tiš		t i ʃ	72	*ti:ĺ	t i ʃ
1000	SouthAltai	tooth (n.)	tiš	tiʃ	t i ʃ	72	*ti:ĺ	t i ʃ
1001	Azeri	tooth (n.)	diš	diʃ	d i ʃ	72	*ti:ĺ	d i ʃ
1002	Bashkir	tooth (n.)	teš	teʃ	t e ʃ	72	*ti:ĺ	t e ʃ
1003	CrimeanTatar	tooth (n.)	tiš	tiʃ	t i ʃ	72	*ti:ĺ	t i ʃ
1004	Dolgan	tooth (n.)	ti:s	ti:s	t iː s	72	*ti:ĺ	t iː s
1005	Gagauz	tooth (n.)	diš	diʃ	d i ʃ	72	*ti:ĺ	d i ʃ
1006	KaraKalpak	tooth (n.)	tis	tis	t i s	72	*ti:ĺ	t i s
1007	KarachayBalkar	tooth (n.)	tiš	tiʃ	t i ʃ	72	*ti:ĺ	t i ʃ
1008	Karaim	tooth (n.)	tis (h), tiš (tk), diš (k)	tis (h), tiʃ (tk), diʃ (k)	t i s	72	*ti:ĺ	t i s
1009	Kazakh	tooth (n.)	tĭs	tɘs	t ĭ s	72	*ti:ĺ	t ĭ s
1010	Khakas	tooth (n.)	tɘs	tɘs	t ĭ s	72	*ti:ĺ	t ĭ s
1011	Khalaj	tooth (n.)	ti:iš	ti:iʃ	t iː ʃ	72	*ti:ĺ	t iː ʃ
1012	Kirghiz	tooth (n.)	tiš	tiʃ	t i ʃ	72	*ti:ĺ	t i ʃ
1013	Kumyk	tooth (n.)	tiš	tiʃ	t i ʃ	72	*ti:ĺ	t i ʃ
1014	MiddleChulym	tooth (n.)	tɘs	tɘs	t ĭ s	72	*ti:ĺ	t ĭ s
1015	Nogai	tooth (n.)	tis	tis	t i s	72	*ti:ĺ	t i s
1016	Salar	tooth (n.)	tič	tiʨ	t i tʃ	72	*ti:ĺ	t i tʃ
1017	SarygYugur	tooth (n.)	tïs, tes	tɯs, tes	t ɯ s	72	*ti:ĺ	t ɯ s
1018	Shor	tooth (n.)	tiš	tiʃ	t i ʃ	72	*ti:ĺ	t i ʃ
1019	Tatar	tooth (n.)	teš	teʃ	t e ʃ	72	*ti:ĺ	t e ʃ
1020	Tofa	tooth (n.)	dĭš	dɘʃ	d ĭ ʃ	72	*ti:ĺ	d ĭ ʃ
1021	Turkish	tooth (n.)	diš	diʃ	d i ʃ	72	*ti:ĺ	d i ʃ
1022	Turkmen	tooth (n.)	diš	diʃ	d i ʃ	72	*ti:ĺ	d i ʃ
1023	Uighur	tooth (n.)	čiš	ʨiʃ	tʃ i ʃ	72	*ti:ĺ	tʃ i ʃ
1024	Uzbek	tooth (n.)	tiš	tiʃ	t i ʃ	72	*ti:ĺ	t i ʃ
1025	Yakut	tooth (n.)	ti:s	ti:s	t iː s	72	*ti:ĺ	t iː s
1026	Chuvash	tooth (n.)	šəl	ʃə̈l	ʃ ə l	73	*si:ĺ = *sï:ĺ	
7995	CodexCumanicus	tree (n.)	terac		t e r a c	871	terek	t e r a c
7996	CrimeanTatar	tree (n.)	terek	terek	t e r e k	871	terek	t e r e k
7997	KarachayBalkar	tree (n.)	terek	terek	t e r e k	871	terek	t e r e k
7998	Karaim	tree (n.)	töräk	tørɛk	t ø r æ k	871	terek	t ø r æ k
7999	Kumyk	tree (n.)	terek	terek	t e r e k	871	terek	t e r e k
8000	Nogai	tree (n.)	terek	terek	t e r e k	871	terek	t e r e k
8001	SarygYugur	tree (n.)	terek, (terik)	terek, (terik)	t e r e k	871	terek	t e r e k
8002	Baraba	tree (n.)	aɣac		a ɣ a ʦ	872	aɣač	- - a - ɣ a ʦ
8003	NorthAltai	tree (n.)	aɣaš		a ɣ a ʃ	872	aɣač	- - a - ɣ a ʃ
8004	OldUyghur	tree (n.)	? ïɣač		ɯ ɣ a tʃ	872	aɣač	- - ɯ - ɣ a tʃ
8005	SouthAltai	tree (n.)	aγaš	aγaʃ	a ɣ a ʃ	872	aɣač	- - a - ɣ a ʃ
8006	Azeri	tree (n.)	aɣaǰ	aɣaǰ	a ɣ a ʥ	872	aɣač	- - a - ɣ a ʥ
8007	Bashkir	tree (n.)	aɣas	aɣas	a ɣ a s	872	aɣač	- - a - ɣ a s
8008	Chuvash	tree (n.)	yïvəś	jɯvə̈ɕ	j ɯ v ə ɕ	872	aɣač	- j ɯ - v ə ɕ
8009	Dolgan	tree (n.)	mas	mas	m a s	872	aɣač	- - - m - a s
8010	Gagauz	tree (n.)	a:č	a:ʨ	aː tʃ	872	aɣač	- - aː - - - tʃ
8011	KaraKalpak	tree (n.)	aɣaš	aɣaʃ	a ɣ a ʃ	872	aɣač	- - a - ɣ a ʃ
8012	Kazakh	tree (n.)	aɣaš	aɣaʃ	a ɣ a ʃ	872	aɣač	- - a - ɣ a ʃ
8013	Khakas	tree (n.)	aɣas	aɣas	a ɣ a s	872	aɣač	- - a - ɣ a s
8014	Khalaj	tree (n.)	haɣač	haɣaʨ	h a ɣ a tʃ	872	aɣač	h - a - ɣ a tʃ
8015	Kirghiz	tree (n.)	ǰïɣač	ʥɯɣaʨ	ʥ ɯ ɣ a ʨ	872	aɣač	- ʥ ɯ - ɣ a ʨ
8016	MiddleChulym	tree (n.)	aač	aaʨ	aː tʃ	872	aɣač	- - aː - - - tʃ
8017	Salar	tree (n.)	aɣač	aɣaʨ	a ɣ a tʃ	872	aɣač	- - a - ɣ a tʃ
8018	Shor	tree (n.)	aɣaš	aɣaʃ	a ɣ a ʃ	872	aɣač	- - a - ɣ a ʃ
8019	Tatar	tree (n.)	aɣač	aɣaʨ	a ɣ a tʃ	872	aɣač	- - a - ɣ a tʃ
8020	Tofa	tree (n.)	neš	neʃ	n e ʃ	872	aɣač	- n e - - - ʃ
8021	Turkish	tree (n.)	aɣač	aɣaʨ	a ɣ a tʃ	872	aɣač	- - a - ɣ a tʃ
8022	Turkmen	tree (n.)	aɣač	aɣaʨ	a ɣ a tʃ	872	aɣač	- - a - ɣ a tʃ
8023	Tuvan	tree (n.)	ïyaš	ɯjaʃ	ɯ j a ʃ	872	aɣač	- - ɯ j - a ʃ
8024	Uighur	tree (n.)	yaɣač	jaɣaʨ	j a ɣ a tʃ	872	aɣač	- j a - ɣ a tʃ
8025	Yakut	tree (n.)	mas	mas	m a s	872	aɣač	- - - m - a s
8026	OldUyghur	tree (n.)	sögüt		s ø g y t	873	*segöt	
8027	Baraba	true	čïn		tʃ ɯ n	874	čïn	- tʃ ɯ n
8028	CodexCumanicus	true	čin		tʃ i n	874	čïn	- tʃ i n
8029	NorthAltai	true	čïn		tʃ ɯ n	874	čïn	- tʃ ɯ n
8030	OldUyghur	true	čïn		tʃ ɯ n	874	čïn	- tʃ ɯ n
8031	SouthAltai	true	čïn	ʨɯn	tʃ ɯ n	874	čïn	- tʃ ɯ n
8032	Chuvash	true	čən	ʨə̈n	tʃ ə n	874	čïn	- tʃ ə n
8033	KaraKalpak	true	? šïn	? ʃɯn	ʃ ɯ n	874	čïn	- ʃ ɯ n
8034	Kazakh	true	šïn(dïḳ)	ʃɯn(dɯq)	ʃ ɯ n	874	čïn	- ʃ ɯ n
8035	Khakas	true	sïn	sɯn	s ɯ n	874	čïn	- s ɯ n
8036	Kirghiz	true	čïn(dïḳ)	ʨɯn(dɯq)	ʨ ɯ n	874	čïn	- ʨ ɯ n
8037	MiddleChulym	true	sən	sən	s ə n	874	čïn	- s ə n
8038	Nogai	true	ušïn	ušɯn	u ʃ ɯ n	874	čïn	u ʃ ɯ n
8039	Salar	true	čeŋ	ʨeŋ	tʃ e ŋ	874	čïn	- tʃ e ŋ
8040	SarygYugur	true	čïn	ʨɯn	tʃ ɯ n	874	čïn	- tʃ ɯ n
8041	Shor	true	šïn	šɯn	ʃ ɯ n	874	čïn	- ʃ ɯ n
8042	Tatar	true	čïn	ʨɯn	tʃ ɯ n	874	čïn	- tʃ ɯ n
8043	Tofa	true	šïn(nïɣ)	ʃɯn(nɯɣ)	ʃ ɯ n	874	čïn	- ʃ ɯ n
8044	Turkmen	true	čïn	ʨɯn	tʃ ɯ n	874	čïn	- tʃ ɯ n
8045	Tuvan	true	šïn(čï)	ʃɯn(ʨɯ)	ʃ ɯ n	874	čïn	- ʃ ɯ n
8046	Uighur	true	čin	ʨin	tʃ i n	874	čïn	- tʃ i n
8047	CodexCumanicus	true	kerti etc.		k e r t i	875	*gẹrtü	k e r t i -
8048	OldUyghur	true	kertö		k e r t ø	875	*gẹrtü	k e r t ø -
8049	Dolgan	true	kirdik	kirdik	k i r d i k	875	*gẹrtü	k i r d i k
8050	KarachayBalkar	true	kerti	kerti	k e r t i	875	*gẹrtü	k e r t i -
8051	Kumyk	true	gerti	gerti	g e r t i	875	*gẹrtü	g e r t i -
8052	Turkish	true	gerček	gerʨek	g e r tʃ e k	875	*gẹrtü	g e r tʃ e k
8053	Yakut	true	kïrǯïk	kɯrǰɯk	k ɯ r ʥ ɯ k	875	*gẹrtü	k ɯ r ʥ ɯ k
8054	Baraba	true	turï		t u r ɯ	876	doɣru	t u - r ɯ
8055	Azeri	true	doɣru	doɣru	d o ɣ r u	876	doɣru	d o ɣ r u
8056	CrimeanTatar	true	doɣru	doɣru	d o ɣ r u	876	doɣru	d o ɣ r u
8057	Gagauz	true	do:ru	do:ru	d oː r u	876	doɣru	d oː - r u
8058	Karaim	true	doɣru	doɣru	d o ɣ r u	876	doɣru	d o ɣ r u
8059	Khalaj	true	toɣrï	toɣrɯ	t o ɣ r ɯ	876	doɣru	t o ɣ r ɯ
8060	Turkmen	true	doɣrï	doɣrɯ	d o ɣ r ɯ	876	doɣru	d o ɣ r ɯ
8061	SouthAltai	turn (v.)	? buru	? buru	b u r u	877	bur	b u r u
8062	Bashkir	turn (v.)	bor	bor	b o r	877	bur	b o r -
8063	Chuvash	turn (v.)	pəʷr	pör	p ŏ r	877	bur	p ŏ r -
8064	KaraKalpak	turn (v.)	bur	bur	b u r	877	bur	b u r -
8065	KarachayBalkar	turn (v.)	bur	bur	b u r	877	bur	b u r -
8066	Kazakh	turn (v.)	bŭr	bŭr	b u r	877	bur	b u r -
8067	Kirghiz	turn (v.)	bur(a)	bur(a)	b u r a	877	bur	b u r a
8068	Kumyk	turn (v.)	bur	bur	b u r	877	bur	b u r -
8069	Nogai	turn (v.)	bur	bur	b u r	877	bur	b u r -
8070	Shor	turn (v.)	pur	pur	p u r	877	bur	p u r -
8071	Tatar	turn (v.)	bor	bor	b o r	877	bur	b o r -
8072	Uighur	turn (v.)	bur	bur	b u r	877	bur	b u r -
8073	Uzbek	turn (v.)	bura	bura	b u r a	877	bur	b u r a
8074	Azeri	turn (v.)	döndär	døndɛr	d ø n d æ r	878	dönder	d ø n d æ r
8075	Gagauz	turn (v.)	döndür	døndyr	d ø n d y r	878	dönder	d ø n d y r
8076	Turkish	turn (v.)	döndür	døndyr	d ø n d y r	878	dönder	d ø n d y r
8077	Azeri	turn (v.)	čevir	ʨevir	tʃ e v i r	879	čebir	tʃ e v i r
8078	Karaim	turn (v.)	civir	ʦivir	ʦ i v i r	879	čebir	ʦ i v i r
8079	Khalaj	turn (v.)	čävir	ʨɛvir	tʃ æ v i r	879	čebir	tʃ æ v i r
8080	Dolgan	turn (v.)	? tuora(t)	? tuora(t)	t u o r a t	880	tuora(t)	t u o r a t
8081	OldUyghur	turn (v.)	evir		e v i r	881	*ebir	e v i r
8082	Turkmen	turn (v.)	? öwür	? øwyr	ø w y r	881	*ebir	ø w y r
8083	NorthAltai	turn (v.)	aylandïr-		a j l a n d ɯ r	882	ajlandïr	a j l a n d ɯ r
8084	Khakas	turn (v.)	aylandïr	ajlandɯr	a j l a n d ɯ r	882	ajlandïr	a j l a n d ɯ r
8085	Uighur	turn (v.)	? aylandur	? ajlandur	a j l a n d u r	882	ajlandïr	a j l a n d u r
8086	Tuvan	turn (v.)	ergildir	ergildir	e r g i l d i r	883	ergi	e r g i l - d i r
8087	Yakut	turn (v.)	ergit		e r g i t	883	ergi	e r g - - i t - -
3814	Baraba	two	ĕki, eki		e k i	348	*ẹk(k)i	e - k i
3815	CodexCumanicus	two	eki		e k i	348	*ẹk(k)i	e - k i
3816	NorthAltai	two	eki ~ ekki		e k i	348	*ẹk(k)i	e - k i
3817	OldUyghur	two	eki, iki		e k i	348	*ẹk(k)i	e - k i
3818	SouthAltai	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3819	Azeri	two	iki	iki	i k i	348	*ẹk(k)i	i - k i
3820	Bashkir	two	ike	ike	i k e	348	*ẹk(k)i	i - k e
3821	Chuvash	two	ikkɘ, igɘ, ik	ikkɘ, igɘ, ik	i k ĭ	348	*ẹk(k)i	i - k ĭ
3822	CrimeanTatar	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3823	Dolgan	two	ikki	ikki	i kː i	348	*ẹk(k)i	i - kː i
3824	Gagauz	two	iki	iki	i k i	348	*ẹk(k)i	i - k i
3825	KaraKalpak	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3826	KarachayBalkar	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3827	Karaim	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3828	Kazakh	two	ekĭ	ekɘ	e k ĭ	348	*ẹk(k)i	e - k ĭ
3829	Khakas	two	ɘkɘ	ɘkɘ	ĭ k ĭ	348	*ẹk(k)i	ĭ - k ĭ
3830	Khalaj	two	äkki	ɛkki	æ kː i	348	*ẹk(k)i	æ - kː i
3831	Kirghiz	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3832	Kumyk	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3833	MiddleChulym	two	igɘ	igɘ	i g ĭ	348	*ẹk(k)i	i - g ĭ
3834	Nogai	two	eki	eki	e k i	348	*ẹk(k)i	e - k i
3835	Salar	two	iški, ički	iʃki, iʨki	i ʃ k i	348	*ẹk(k)i	i ʃ k i
3836	SarygYugur	two	iške	iʃke	i ʃ k e	348	*ẹk(k)i	i ʃ k e
3837	Shor	two	iygi	ijgi	i j g i	348	*ẹk(k)i	i j g i
3838	Tatar	two	ike	ike	i k e	348	*ẹk(k)i	i - k e
3839	Tofa	two	iˁhi	iˁhi	iˁ h i	348	*ẹk(k)i	iˁ - h i
3840	Turkish	two	iki	iki	i k i	348	*ẹk(k)i	i - k i
3841	Turkmen	two	iki	iki	i k i	348	*ẹk(k)i	i - k i
